model,topic,reference,extracted_title,verdict
llama_4_maverick,Microfinance loan repayment,"Sharma, M., & Zeller, M. (1997). Repayment performance in group-based credit programs in Bangladesh: An empirical analysis. World Development, 25(10), 1731-1742.",Repayment performance in group-based credit programs in Bangladesh: An empirical analysis,YES
llama_4_maverick,Microfinance loan repayment,"Wydick, B. (1999). Can social cohesion be harnessed to repair market failures? Evidence from group lending in Guatemala. Economic Journal, 109(457), 463-475.",Can social cohesion be harnessed to repair market failures? Evidence from group lending in Guatemala,PARTIAL
llama_4_maverick,Microfinance loan repayment,"Zeller, M. (1998). Determinants of repayment performance in credit groups: The role of program design, intragroup risk pooling, and social cohesion in Madagascar. Agricultural Economics, 18(2), 129-144.","Determinants of repayment performance in credit groups: The role of program design, intragroup risk pooling, and social cohesion in Madagascar",YES
llama_4_maverick,Microfinance loan repayment,"Paxton, J., & Cuevas, C. (2002). Outreach and sustainability of member-based rural financial intermediaries: A review of empirical evidence. Savings and Development, 26(2), 137-164.",Outreach and sustainability of member-based rural financial intermediaries: A review of empirical evidence,PARTIAL
llama_4_maverick,Microfinance loan repayment,"Van Tassel, E. (1999). Group lending under asymmetric information. Journal of Development Economics, 60(1), 3-25.",Group lending under asymmetric information,PARTIAL
llama_4_maverick,Microfinance loan repayment,"Ghatak, M. (1999). Group lending, local information and peer selection. Journal of Development Economics, 60(1), 27-50.","Group lending, local information and peer selection",PARTIAL
llama_4_maverick,Microfinance loan repayment,"Ahlin, C., & Townsend, R. M. (2007). Using repayment data to test across models of joint liability lending. Economic Journal, 117(517), F11-F51.",Using repayment data to test across models of joint liability lending,YES
llama_4_maverick,Microfinance loan repayment,"Hermes, N., Lensink, R., & Mehrteab, H. T. (2005). Peer monitoring, social ties and moral hazard in group lending programmes: Evidence from Eritrea. World Development, 33(1), 149-169.","Peer monitoring, social ties and moral hazard in group lending programmes: Evidence from Eritrea",YES
llama_4_maverick,Microfinance loan repayment,"Karlan, D. S. (2007). Social connections and group banking. Economic Journal, 117(517), F52-F84.",Social connections and group banking,PARTIAL
llama_4_maverick,Microfinance loan repayment,"Godquin, M. (2004). Microfinance repayment performance in Bangladesh: How to improve the allocation of loans by MFIs. World Development, 32(11), 1909-1926.",Microfinance repayment performance in Bangladesh: How to improve the allocation of loans by MFIs,YES
llama_4_maverick,Mini-grid electrification,"Bhattacharyya, S. C. (2012). Review of alternative methodologies for analysing off-grid electricity supply. Renewable and Sustainable Energy Reviews, 16(1), 654-662.",Review of alternative methodologies for analysing off-grid electricity supply,PARTIAL
llama_4_maverick,Mini-grid electrification,"Chaurey, A., & Kandpal, T. C. (2010). Assessment and evaluation of PV based rural electrification in India. Energy for Sustainable Development, 14(2), 131-138.",Assessment and evaluation of PV based rural electrification in India,PARTIAL
llama_4_maverick,Mini-grid electrification,"Kirubi, C., Jacobson, A., Kammen, D. M., & Mills, A. (2009). Community-Based Electric Micro-Grids Can Contribute to Rural Development: Evidence from Kenya. World Development, 37(12), 1938-1947.",Community-Based Electric Micro-Grids Can Contribute to Rural Development: Evidence from Kenya,YES
llama_4_maverick,Mini-grid electrification,"Lemaire, X. (2011). Off-grid electrification with solar home systems: The experience of a fee-for-service concession in South Africa. Energy for Sustainable Development, 15(3), 277-283.",Off-grid electrification with solar home systems: The experience of a fee-for-service concession in South Africa,PARTIAL
llama_4_maverick,Mini-grid electrification,"Louie, H., & Dauenhauer, P. (2016). Improved Brightness and Load Balancing of an LED-Based Pico-Grid. IEEE Transactions on Industry Applications, 52(4), 3444-3452.",Improved Brightness and Load Balancing of an LED-Based Pico-Grid,PARTIAL
llama_4_maverick,Mini-grid electrification,"Mandelli, S., Barbieri, J., Mereu, R., & Colombo, E. (2016). Off-grid systems for rural electrification in developing countries: Definitions, classification and a comprehensive literature review. Renewable and Sustainable Energy Reviews, 58, 1621-1646.","Off-grid systems for rural electrification in developing countries: Definitions, classification and a comprehensive literature review",PARTIAL
llama_4_maverick,Mini-grid electrification,"Palit, D., & Chaurey, A. (2011). Off-grid rural electrification experiences from South Asia: Status and best practices. Energy for Sustainable Development, 15(3), 266-276.",Off-grid rural electrification experiences from South Asia: Status and best practices,PARTIAL
llama_4_maverick,Mini-grid electrification,"Peters, M., & Sievert, M. (2016). Impacts of Rural Electrification Revisited: The African Context. Journal of Development Effectiveness, 8(3), 327-345.",Impacts of Rural Electrification Revisited: The African Context,PARTIAL
llama_4_maverick,Mini-grid electrification,"Schnitzer, D., Shinde Lounsbury, D., Carvallo, J. P., Deshmukh, R., Apt, J., & Kammen, D. M. (2014). Microgrids for Rural Electrification: A critical review of best practices based on seven case studies. United Nations Foundation.",Microgrids for Rural Electrification: A critical review of best practices based on seven case studies,YES
llama_4_maverick,Mini-grid electrification,"Szabo, S., Bódis, K., Huld, T., & Moner-Girona, M. (2011). Energy solutions in rural Africa: mapping electrification costs of distant and isolated systems. Renewable and Sustainable Energy Reviews, 15(9), 5076-5083.",Energy solutions in rural Africa: mapping electrification costs of distant and isolated systems,PARTIAL
llama_4_maverick,Mobile banking,"Aladwani, A. M. (2001). Online banking: A field study of drivers, development challenges, and expectations. International Journal of Information Management, 21(4), 313-325.","Online banking: A field study of drivers, development challenges, and expectations",PARTIAL
llama_4_maverick,Mobile banking,"Barnes, S. J., & Corbitt, B. (2003). Mobile banking: Concept and potential. International Journal of Mobile Communications, 1(3), 273-288.",Mobile banking: Concept and potential,YES
llama_4_maverick,Mobile banking,"Kim, G., Shin, B., & Lee, H. G. (2009). Understanding dynamics between initial trust and usage intentions of mobile banking. Information Systems Journal, 19(3), 283-311.",Understanding dynamics between initial trust and usage intentions of mobile banking,YES
llama_4_maverick,Mobile banking,"Laukkanen, T., & Lauronen, J. (2005). Consumer value creation in mobile banking services. International Journal of Mobile Communications, 3(2), 111-123.",Consumer value creation in mobile banking services,YES
llama_4_maverick,Mobile banking,"Lee, M. C. (2010). Explaining and predicting users' continuance intention toward e-banking services: An integrative model. International Journal of Information Management, 30(4), 339-348.",Explaining and predicting users' continuance intention toward e-banking services: An integrative model,PARTIAL
llama_4_maverick,Mobile banking,"Luarn, P., & Lin, H. H. (2005). Toward an understanding of the behavioral intention to use mobile banking. Computers in Human Behavior, 21(6), 873-891.",Toward an understanding of the behavioral intention to use mobile banking,YES
llama_4_maverick,Mobile banking,"Puschel, J., Mazzon, J. A., & Hernandez, J. M. C. (2010). Mobile banking: Proposition of an integrated adoption intention framework. International Journal of Bank Marketing, 28(5), 389-409.",Mobile banking: Proposition of an integrated adoption intention framework,YES
llama_4_maverick,Mobile banking,"Riquelme, H. E., & Rios, R. E. (2010). The moderating effect of gender in the adoption of mobile banking. International Journal of Bank Marketing, 28(5), 328-341.",The moderating effect of gender in the adoption of mobile banking,YES
llama_4_maverick,Mobile banking,"Zhou, T. (2012). Examining mobile banking user adoption from the perspectives of trust and flow experience. Information Systems Management, 29(3), 235-244.",Examining mobile banking user adoption from the perspectives of trust and flow experience,YES
llama_4_maverick,Political Science,"Almond, G. A., & Verba, S. (1963). The civic culture: Political attitudes and democracy in five nations. Princeton University Press.",The civic culture: Political attitudes and democracy in five nations,YES
llama_4_maverick,Political Science,"Dahl, R. A. (1957). The concept of power. Behavioral Science, 2(3), 201-215.",The concept of power,PARTIAL
llama_4_maverick,Political Science,"Downs, A. (1957). An economic theory of democracy. Harper & Row.",An economic theory of democracy,YES
llama_4_maverick,Political Science,"Inglehart, R., & Norris, P. (2003). Rising tide: Gender equality and cultural change around the world. Cambridge University Press.",Rising tide: Gender equality and cultural change around the world,PARTIAL
llama_4_maverick,Political Science,"Lijphart, A. (1999). Patterns of democracy: Government forms and performance in thirty-six countries. Yale University Press.",Patterns of democracy: Government forms and performance in thirty-six countries,YES
llama_4_maverick,Political Science,"Nye, J. S. (2004). Soft power: The means to success in world politics. PublicAffairs.",Soft power: The means to success in world politics,YES
llama_4_maverick,Political Science,"Olson, M. (1965). The logic of collective action: Public goods and the theory of groups. Harvard University Press.",The logic of collective action: Public goods and the theory of groups,YES
llama_4_maverick,Political Science,"Putnam, R. D. (1993). Making democracy work: Civic traditions in modern Italy. Princeton University Press.",Making democracy work: Civic traditions in modern Italy,YES
llama_4_maverick,Political Science,"Sartori, G. (1976). Parties and party systems: A framework for analysis. Cambridge University Press.",Parties and party systems: A framework for analysis,YES
llama_4_maverick,Political Science,"Tarrow, S. (1998). Power in movement: Social movements and contentious politics. Cambridge University Press.",Power in movement: Social movements and contentious politics,PARTIAL
llama_4_maverick,Renewable energy,"Jacobson, M. Z., & Delucchi, M. A. (2011). Providing all global energy with wind, water, and solar power, Part I: Technologies, energy resources, quantities and areas of infrastructure, and materials. Energy Policy, 39(3), 1154-1169.","Providing all global energy with wind, water, and solar power, Part I: Technologies, energy resources, quantities and areas of infrastructure, and materials",YES
llama_4_maverick,Renewable energy,"Lund, H., & Mathiesen, B. V. (2009). Energy system analysis of 100% renewable energy systems—The case of Denmark in years 2030 and 2050. Energy, 34(5), 524-531.",Energy system analysis of 100% renewable energy systems—The case of Denmark in years 2030 and 2050,YES
llama_4_maverick,Renewable energy,REN21. (2020). Renewables 2020 Global Status Report. REN21 Secretariat.,Renewables 2020 Global Status Report,YES
llama_4_maverick,Renewable energy,IPCC. (2011). Special Report on Renewable Energy Sources and Climate Change Mitigation. Cambridge University Press.,Special Report on Renewable Energy Sources and Climate Change Mitigation,YES
llama_4_maverick,Renewable energy,"Ellabban, O., Abu-Rub, H., & Blaabjerg, F. (2014). Renewable energy resources: Current status, future prospects and their enabling technology. Renewable and Sustainable Energy Reviews, 39, 748-764.","Renewable energy resources: Current status, future prospects and their enabling technology",YES
llama_4_maverick,Renewable energy,"Li, Q., & Yu, X. (2016). Techno-economic analysis of solar PV power generation in China. Renewable and Sustainable Energy Reviews, 54, 133-143.",Techno-economic analysis of solar PV power generation in China,YES
llama_4_maverick,Renewable energy,"Huber, M., & Hamacher, T. (2011). Demand response and load management in the context of a 100% renewable energy system. Proceedings of the 2011 IEEE Power and Energy Society General Meeting, 1-8.",Demand response and load management in the context of a 100% renewable energy system,YES
