reference,topic,model,svris_status,svris_reference,field_title,field_authors,field_year,field_venue,field_id,candidate_title,candidate_authors,candidate_year,candidate_venue,candidate_doi,candidate_url,candidate_source,candidate_matches,candidate_contradictions,candidate_contains,candidate_absent,candidate_unconfirmed,cmp_title_citation,cmp_title_candidate,cmp_authors_citation,cmp_authors_candidate,cmp_year_citation,cmp_year_candidate,cmp_venue_citation,cmp_venue_candidate,cmp_id_citation,cmp_id_candidate,match_set_size,contained_set_size,total_candidates,sources_queried,processing_time_ms,svris_message,score,error_distance
"Lloyd, C. B., & Young, M. E. (2009). *New lessons: The power of educating adolescent girls*. Population Council.",Girls education,mistral_large_2_123b,verified-with-error,"Lloyd, C. B., & Young, J. (2009). *New Lessons: The Power of Educating Adolescent Girls—A Girls Count Report on Adolescent Girls*. New York: Population Council. https://doi.org/10.31899/pgy17.1011",CONTAINS,MATCH,MATCH,MATCH,ABSENT,New Lessons: The Power of Educating Adolescent Girls—A Girls Count Report on Adolescent Girls,Cynthia B. Lloyd; Juliet Young,2009,Population Council,10.31899/pgy17.1011,https://doi.org/10.31899/pgy17.1011,GOOGLE,3,0,1,1,0,New lessons: The power of educating adolescent girls,New Lessons: The Power of Educating Adolescent Girls—A Girls Count Report on Adolescent Girls,"Lloyd, C. B.; Young, M. E.",Cynthia B. Lloyd; Juliet Young,2009,2009,Population Council,Population Council,,10.31899/pgy17.1011,1,1,2,GOOGLE,0,"◐ Title | ✓ Authors | ✓ Year | ✓ Venue | ○ ID

### Summary
This book was confirmed as published by the Population Council in 2009 with matching authors Cynthia B. Lloyd and Juliet Young. The title matches closely, with the verified version including an additional subtitle ""A Girls Count Report on Adolescent Girls,"" indicating it is the same work.

### Details
A matching record was found with the title ""New Lessons: The Power of Educating Adolescent Girls—A Girls Count Report on Adolescent Girls"" and authors Cynthia B. Lloyd and Juliet Young, published in 2009 by the Population Council. The original citation used initials for the authors and a shorter title, but these minor differences do not affect the confirmation. No identifier was present in the original citation, but the verified record includes a DOI: 10.31899/pgy17.1011. The source URL is https://doi.org/10.31899/pgy17.1011.

- https://doi.org/10.31899/pgy17.1011
- https://knowledgecommons.popcouncil.org/departments_sbsr-pgy/1168/",0.833,0.167
"Unterhalter, E. (2007). Globalising justice for girls’ education. *Oxford Review of Education, 33*(5), 603-621.",Girls education,mistral_large_2_123b,unverified,Reference could not be verified.,CONTRADICTION,MATCH,UNCONFIRMED,UNCONFIRMED,ABSENT,"Gender, schooling and global social justice",Elaine Unterhalter,,,,https://unesdoc.unesco.org/ark:/48223/pf0000205932,GOOGLE,1,1,0,1,2,Globalising justice for girls’ education.,"Gender, schooling and global social justice","Unterhalter, E.",Elaine Unterhalter,2007,,Oxford Review of Education,,,https://unesdoc.unesco.org/ark:/48223/pf0000205932,0,0,3,GOOGLE,0,"✗ Title | ✓ Authors | ? Year | ? Venue | ○ ID

### Summary
The reference could not be verified because the title in the citation does not match any found records. While the author Elaine Unterhalter was confirmed, the titles differ significantly, focusing on different subjects. The year and journal details could not be confirmed.

### Details
A matching record was found for Elaine Unterhalter, but the title was ""Gender, schooling and global social justice,"" which differs from the cited title ""Globalising justice for girls’ education."" The year 2007 and the journal ""Oxford Review of Education"" could not be confirmed from available sources. No DOI or other identifier was found to support the citation. The best potential match was a book or report available at UNESCO's website, not an article in the cited journal.

- https://unesdoc.unesco.org/ark:/48223/pf0000205932",0.0,1.0
"Warrington, M., & Younger, M. (2000). Gender differences in educational attainment in sub-Saharan Africa: The effects of household resources and community characteristics. *World Development, 28*(12), 2135-2156.",Girls education,mistral_large_2_123b,unverified,Reference could not be verified.,CONTRADICTION,CONTRADICTION,CONTRADICTION,CONTAINS,ABSENT,"“It makes more sense to educate a boy”: Girls 'against the odds' in Kajiado, Kenya",M Warrington; S Kiragu,2012,International Journal of Educational Development,,https://www.sciencedirect.com/science/article/pii/S0738059311000927,GOOGLE,0,3,1,1,0,Gender differences in educational attainment in sub-Saharan Africa: The effects of household resources and community characteristics,"“It makes more sense to educate a boy”: Girls 'against the odds' in Kajiado, Kenya","Warrington, M.; Younger, M.",M Warrington; S Kiragu,2000,2012,World Development,International Journal of Educational Development,,https://www.sciencedirect.com/science/article/pii/S0738059311000927,0,0,3,GOOGLE,0,"✗ Title | ✗ Authors | ✗ Year | ◐ Venue | ○ ID

### Summary
The reference could not be verified because the details do not match any known publication. The title, authors, and year differ significantly from the closest found article, which focuses on a specific case in Kenya rather than a broad study across sub-Saharan Africa.

### Details
A matching record was not found in OpenAlex. The closest article found through scholar search is titled “It makes more sense to educate a boy”: Girls 'against the odds' in Kajiado, Kenya, authored by M Warrington and S Kiragu in 2012, published in the International Journal of Educational Development. This differs from the cited article's title, authors (Warrington and Younger), year (2000), and journal (World Development). The year differs by 12 years, and the journals are different though both published by Elsevier. No DOI or other identifier was available to confirm the citation.

- https://www.sciencedirect.com/science/article/pii/S0738059311000927",0.0,1.0
"Bajracharya, A., & Chu, S. (2019). *Girls' education in Nepal: Achievements and challenges*. UNICEF.",Girls education,mistral_large_2_123b,unverified,Reference could not be verified.,CONTRADICTION,CONTRADICTION,UNCONFIRMED,UNCONFIRMED,ABSENT,"DOCUMENT RESUME AUTHOR Thapa, Bijaya; Bajracharya, Hridaya",Bijaya Thapa; Hridaya Bajracharya,,,,https://files.eric.ed.gov/fulltext/ED425891.pdf,GOOGLE,0,2,0,1,2,Girls' education in Nepal: Achievements and challenges,"DOCUMENT RESUME AUTHOR Thapa, Bijaya; Bajracharya, Hridaya","Bajracharya, A.; Chu, S.",Bijaya Thapa; Hridaya Bajracharya,2019,,UNICEF,,,https://files.eric.ed.gov/fulltext/ED425891.pdf,0,0,2,GOOGLE,0,"✗ Title | ✗ Authors | ? Year | ? Venue | ○ ID

### Summary
No matching publication could be found for the reference ""Girls' education in Nepal: Achievements and challenges"" by Bajracharya and Chu from 2019. The available candidate document has different authors and a different title, indicating they are not the same work.

### Details
A search found a candidate document titled ""DOCUMENT RESUME AUTHOR Thapa, Bijaya; Bajracharya, Hridaya"" which does not contain the cited title phrase and has different authors (Bijaya Thapa and Hridaya Bajracharya) compared to the citation (Bajracharya and Chu). Only one author name overlaps, and the year and publisher details could not be confirmed. No DOI or other identifiers were found to link the citation to this candidate. Additional searches in OpenAlex and Google did not find a matching record for the cited work.

- https://files.eric.ed.gov/fulltext/ED425891.pdf",0.0,1.0
"Cameron, J., Tabatabai, H., & Tiwari, M. (2014). *Adolescent girls' education in crisis-affected contexts: An evidence review*. Overseas Development Institute.",Girls education,mistral_large_2_123b,unverified,Reference could not be verified.,CONTRADICTION,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,ABSENT,The Transitions Adolescent Girls Face: Education in Conflict ...,,,,,https://www.educ.cam.ac.uk/centres/real/downloads/Policy%20papers/REAL%20Let%20Girls%20Learn%20Literature%20review%20A4%2020pp_FINAL.pdf,GOOGLE,0,1,0,1,3,Adolescent girls' education in crisis-affected contexts: An evidence review,The Transitions Adolescent Girls Face: Education in Conflict ...,"Cameron, J.; Tabatabai, H.; Tiwari, M.",,2014,,Overseas Development Institute,,,https://www.educ.cam.ac.uk/centres/real/downloads/Policy%20papers/REAL%20Let%20Girls%20Learn%20Literature%20review%20A4%2020pp_FINAL.pdf,0,0,3,GOOGLE,0,"✗ Title | ? Authors | ? Year | ? Venue | ○ ID

### Summary
No matching article could be found for the reference by Cameron, J., Tabatabai, H., and Tiwari, M. (2014) titled ""Adolescent girls' education in crisis-affected contexts: An evidence review"". The titles and available details suggest that the documents found are different from the cited work.

### Details
A search did not find any record that exactly matches the given title or authors. The closest found document, titled ""The Transitions Adolescent Girls Face: Education in Conflict ..."", differs significantly in title and lacks author and year information, indicating it is a different publication. The year 2014 and the publisher Overseas Development Institute could not be confirmed in any candidate. No DOI or other identifiers were available to support verification.

- https://www.educ.cam.ac.uk/centres/real/downloads/Policy%20papers/REAL%20Let%20Girls%20Learn%20Literature%20review%20A4%2020pp_FINAL.pdf",0.0,1.0
"Mensch, B. S., Bruce, J., & Greene, M. E. (Eds.). (1998). *The uncharted passage: Girls' adolescence in the family and the community*. Population Council.",Girls education,mistral_large_2_123b,needs-human,Reference requires human review.,CONTRADICTION,MATCH,MATCH,CONTAINS,ABSENT,The Uncharted Passage: Girls' Adolescence in the Developing World,Barbara Mensch; Judith Bruce; Margaret E. Greene,1998,Population Council eBooks,10.31899/pgy11.1008,https://doi.org/10.31899/pgy11.1008,GOOGLE,2,1,1,1,0,The uncharted passage: Girls' adolescence in the family and the community,The Uncharted Passage: Girls' Adolescence in the Developing World,"Mensch, B. S.; Bruce, J.; Greene, M. E.",Barbara Mensch; Judith Bruce; Margaret E. Greene,1998,1998,Population Council,Population Council eBooks,,10.31899/pgy11.1008,0,0,1,GOOGLE,0,"✗ Title | ✓ Authors | ✓ Year | ◐ Venue | ○ ID

### Summary
The reference could not be fully confirmed because the title in the original citation differs significantly from the best matching record found. While the authors (Mensch, Bruce, Greene) and the year (1998) match exactly, the titles differ in their subtitles, indicating they may be different works. The original title mentions ""in the family and the community,"" whereas the found title is ""in the Developing World.""

### Details
A matching record was found with the same three authors and the year 1998, published by Population Council eBooks. However, the title differs notably: the found title is ""The Uncharted Passage: Girls' Adolescence in the Developing World"" (DOI: 10.31899/pgy11.1008), while the original reference has a different subtitle. The venue is related, as both mention Population Council, but the found record is an eBook imprint. No identifier was present in the original citation to aid verification.

- https://doi.org/10.31899/pgy11.1008
- https://knowledgecommons.popcouncil.org/cgi/viewcontent.cgi?article=1763&context=departments_sbsr-pgy
- https://knowledgecommons.popcouncil.org/departments_sbsr-pgy/742/",0.233,0.767
"Subrahmanian, R. (2005). *Girls' education and gender equality*. Oxfam GB.",Girls education,mistral_large_2_123b,unverified,Reference could not be verified.,CONTRADICTION,MATCH,MATCH,CONTRADICTION,ABSENT,Gender equality in education: Definitions and measurements,R. Subrahmanian,2005,International Journal of Educational Development,,https://www.academia.edu/10134338/Gender_equality_in_education_Definitions_and_measurements,GOOGLE,2,2,0,1,0,Girls' education and gender equality,Gender equality in education: Definitions and measurements,"Subrahmanian, R.",R. Subrahmanian,2005,2005,Oxfam GB,International Journal of Educational Development,,https://www.academia.edu/10134338/Gender_equality_in_education_Definitions_and_measurements,0,0,3,GOOGLE,0,"✗ Title | ✓ Authors | ✓ Year | ✗ Venue | ○ ID

### Summary
The reference could not be verified as matching the original citation. Although the author and year matched, the title and publisher were different, indicating these are likely two distinct works.

### Details
A matching author, R. Subrahmanian, and the year 2005 were confirmed. However, the title in the original citation, ""Girls' education and gender equality,"" differs from the found article titled ""Gender equality in education: Definitions and measurements."" Additionally, the original publisher Oxfam GB is an NGO, while the found article was published in the International Journal of Educational Development, an academic journal. No identifier was available to further confirm the match.

- https://www.academia.edu/10134338/Gender_equality_in_education_Definitions_and_measurements
- https://oxfamilibrary.openrepository.com/bitstream/10546/115528/5/bk-practising-gender-equality-education-150607-en.pdf",0.0,1.0
"Berwick, D. M. (2003). Disseminating innovations in health care. JAMA, 289(15), 1969-1975.",Health,mistral_large_2_123b,verified,"Berwick, D. M. (2003). *Disseminating Innovations in Health Care*. *JAMA*, 289(15), 1969. https://doi.org/10.1001/jama.289.15.1969",MATCH,MATCH,MATCH,MATCH,ABSENT,Disseminating Innovations in Health Care,Donald M. Berwick,2003,JAMA,10.1001/jama.289.15.1969,https://doi.org/10.1001/jama.289.15.1969,GOOGLE,4,0,0,1,0,Disseminating innovations in health care.,Disseminating Innovations in Health Care,"Berwick, D. M.",Donald M. Berwick,2003,2003,JAMA,JAMA,,10.1001/jama.289.15.1969,1,1,1,GOOGLE,0,"✓ Title | ✓ Authors | ✓ Year | ✓ Venue | ○ ID

### Summary
This article was confirmed in JAMA with matching authors and year. The title ""Disseminating Innovations in Health Care"" and the author Donald M. Berwick were exactly matched, along with the publication year 2003 and the journal name JAMA.

### Details
A matching record was found with the exact title ""Disseminating Innovations in Health Care"" and author Donald M. Berwick, corresponding to the year 2003 and published in JAMA. The citation and evidence values matched precisely for title, author, year, and journal. Although no identifier was provided in the citation, the DOI 10.1001/jama.289.15.1969 was found in the evidence, confirming the reference.

- https://doi.org/10.1001/jama.289.15.1969",1.0,0.0
"Dzau, V. J., & McClellan, M. (2018). Value in health care: Accountable care organizations and bundled payments. Jama, 319(19), 1967-1968.",Health,mistral_large_2_123b,needs-human,Reference requires human review.,CONTRADICTION,CONTAINS,CONTAINS,MATCH,ABSENT,Vital directions for health and health care: priorities from a National Academy of Medicine initiative,VJ Dzau; MB McClellan; JM McGinnis; SP Burke,2017,JAMA,,https://jamanetwork.com/journals/jama/article-abstract/2612013,GOOGLE,1,1,2,1,0,Value in health care: Accountable care organizations and bundled payments.,Vital directions for health and health care: priorities from a National Academy of Medicine initiative,"Dzau, V. J.; McClellan, M.",VJ Dzau; MB McClellan; JM McGinnis; SP Burke,2018,2017,JAMA,JAMA,,https://jamanetwork.com/journals/jama/article-abstract/2612013,0,0,2,GOOGLE,0,"✗ Title | ◐ Authors | ◐ Year | ✓ Venue | ○ ID

### Summary
The reference could not be conclusively verified because the title in the citation does not match the title found in the best potential match. While the authors Dzau and McClellan are present in both, the candidate article includes additional authors and focuses on a broader health care initiative rather than specifically on accountable care organizations and bundled payments. The publication year is close but differs by one year, and the journal JAMA matches exactly.

### Details
A matching record was found in JAMA with authors VJ Dzau, MB McClellan, JM McGinnis, and SP Burke, published in 2017. However, the title ""Vital directions for health and health care: priorities from a National Academy of Medicine initiative"" differs significantly from the cited title about accountable care organizations and bundled payments. The year 2018 in the citation is close to 2017 in the evidence. No DOI was provided in the citation to confirm the match. This discrepancy in title and additional authors suggests the need for human review to confirm the correct reference.

- [JAMA article on Vital Directions](https://jamanetwork.com/journals/jama/article-abstract/2612013)",0.1,0.9
"Finkelstein, E. A., Trogdon, J. G., Cohen, J. W., & Dietz, W. (2009). Annual medical spending attributable to obesity: Payer-and service-specific estimates. Health Affairs, 28(5), w822-w831.",Health,mistral_large_2_123b,verified,"Finkelstein, E., Trogdon, J. G., Cohen, J. W., & Dietz, W. H. (2009). *Annual Medical Spending Attributable to Obesity: Payer-and service-specific estimates*. *Health Affairs*, 28(Supplement 1), w822–w831. https://doi.org/10.1377/hlthaff.28.5.w822",MATCH,MATCH,MATCH,MATCH,ABSENT,Annual Medical Spending Attributable To Obesity: Payer-And Service-Specific Estimates,Eric Finkelstein; Justin G. Trogdon; Joel W. Cohen; William H. Dietz,2009,Health Affairs,10.1377/hlthaff.28.5.w822,https://doi.org/10.1377/hlthaff.28.5.w822,GOOGLE,4,0,0,1,0,Annual medical spending attributable to obesity: Payer-and service-specific estimates.,Annual Medical Spending Attributable To Obesity: Payer-And Service-Specific Estimates,"Finkelstein, E. A.; Trogdon, J. G.; Cohen, J. W.; Dietz, W.",Eric Finkelstein; Justin G. Trogdon; Joel W. Cohen; William H. Dietz,2009,2009,Health Affairs,Health Affairs,,10.1377/hlthaff.28.5.w822,1,1,1,GOOGLE,1,"✓ Title | ✓ Authors | ✓ Year | ✓ Venue | ○ ID

### Summary
This article was confirmed in the journal Health Affairs with matching authors Eric Finkelstein, Justin G. Trogdon, Joel W. Cohen, and William H. Dietz, and the publication year 2009.

### Details
A matching record was found with the exact title ""Annual Medical Spending Attributable To Obesity: Payer-And Service-Specific Estimates."" The four authors matched precisely, with the citation listing initials and the evidence listing full names. The year 2009 and the journal Health Affairs also matched exactly. Although no identifier was present in the citation, the article's DOI 10.1377/hlthaff.28.5.w822 was found, confirming the reference.

- https://doi.org/10.1377/hlthaff.28.5.w822",1.0,0.0
"Gawande, A. (2009). The cost conundrum: Health care costs in McAllen, Texas. The New Yorker.",Health,mistral_large_2_123b,verified,"Gawande, A. (2009, June 1). *The cost conundrum: Health care costs in McAllen, Texas.* The New Yorker.",MATCH,MATCH,MATCH,MATCH,ABSENT,"The Cost Conundrum: Health Care Costs in McAllen, Texas",Atul Gawande,2009,The New Yorker,,,GOOGLE,4,0,0,1,0,"The cost conundrum: Health care costs in McAllen, Texas.","The Cost Conundrum: Health Care Costs in McAllen, Texas","Gawande, A.",Atul Gawande,2009,2009,The New Yorker,The New Yorker,,,1,1,1,GOOGLE,1,"✓ Title | ✓ Authors | ✓ Year | ✓ Venue | ○ ID

### Summary
This article was confirmed in The New Yorker with matching author Atul Gawande and the year 2009. The title ""The Cost Conundrum: Health Care Costs in McAllen, Texas"" was verified exactly as cited.

### Details
A matching record was found with the exact title and author name variant (initials vs full name) matching perfectly. The year 2009 and the journal name The New Yorker also matched exactly. Although no DOI or direct identifier was present, multiple independent sources including PDFs and educational references confirm the citation details.

- https://www.ohioaspire.org/files/ScienceExemplaryText/NRS6%20TheCostConumdrumHealthCareCostsinMcAllenTexas.pdf
- https://www.facebook.com/newyorker/posts/in-2009-atul-gawande-visited-mcallen-texas-which-was-the-most-expensive-place-fo/10158588867053869/
- https://www.nysed.gov/sites/default/files/programs/standards-instruction/appendix-b-text-exemplars-and-sample-performance-tasks.pdf",1.0,0.0
"Institute of Medicine (US) Committee on the Consequences of Uninsurance. (2002). Care without coverage: Too little, too late. National Academies Press.",Health,mistral_large_2_123b,verified,"Institute of Medicine (US) Committee on the Consequences of Uninsurance. (2002). *Care Without Coverage: Too Little, Too Late*. The National Academies Press. https://doi.org/10.17226/10367",MATCH,MATCH,MATCH,MATCH,ABSENT,"Care Without Coverage: Too Little, Too Late",Institute of Medicine (US) Committee on the Consequences of Uninsurance,2002,The National Academies Press,10.17226/10367,https://www.nationalacademies.org/read/10367,GOOGLE,4,0,0,1,0,"Care without coverage: Too little, too late.","Care Without Coverage: Too Little, Too Late",Institute of Medicine (US) Committee on the Consequences of Uninsurance,Institute of Medicine (US) Committee on the Consequences of Uninsurance,2002,2002,National Academies Press,The National Academies Press,,10.17226/10367,1,1,1,GOOGLE,0,"✓ Title | ✓ Authors | ✓ Year | ✓ Venue | ○ ID

### Summary
This book was confirmed as published by The National Academies Press in 2002, authored by the Institute of Medicine (US) Committee on the Consequences of Uninsurance. The title ""Care Without Coverage: Too Little, Too Late"" matches exactly, and the publication year and publisher details align closely.

### Details
A matching record was found with the exact title and author committee name. The year 2002 matched exactly, and the publisher is identified as The National Academies Press, consistent with the citation. Although no DOI was provided in the original citation, the official source lists a DOI (10.17226/10367) and a URL to the full text. Multiple reputable sources, including the National Academies website and NCBI Bookshelf, confirm the publication details and content.

- https://www.nationalacademies.org/read/10367
- https://www.ncbi.nlm.nih.gov/books/NBK220639/
- https://pubmed.ncbi.nlm.nih.gov/25057604/",1.0,0.0
"Murray, C. J., & Lopez, A. D. (1996). The global burden of disease: A comprehensive assessment of mortality and disability from diseases, injuries, and risk factors in 1990 and projected to 2020. Harvard University Press.",Health,mistral_large_2_123b,verified-with-error,"Murray, C. J. L., & López, A. D. (1996). *The global burden of disease: a comprehensive assessment of mortality and disability from diseases injuries and risk factors in 1990 and projected to 2020.* http://bvbr.bib-bvb.de:8991/F?func=service&doc_library=BVB01&local_base=BVB01&doc_number=007515950&sequence=000002&line_number=0001&func_code=DB_RECORDS&service_type=MEDIA",MATCH,CONTAINS,MATCH,CONTRADICTION,ABSENT,The global burden of disease: a comprehensive assessment of mortality and disability from diseases injuries and risk factors in 1990 and projected to 2020.,Christopher J L Murray; Alan D López,1996,,,http://bvbr.bib-bvb.de:8991/F?func=service&doc_library=BVB01&local_base=BVB01&doc_number=007515950&sequence=000002&line_number=0001&func_code=DB_RECORDS&service_type=MEDIA,GOOGLE,2,1,1,1,0,"The global burden of disease: A comprehensive assessment of mortality and disability from diseases, injuries, and risk factors in 1990 and projected to 2020",The global burden of disease: a comprehensive assessment of mortality and disability from diseases injuries and risk factors in 1990 and projected to 2020.,C. J. Murray; A. D. Lopez,Christopher J L Murray; Alan D López,1996,1996,Harvard University Press,,,http://bvbr.bib-bvb.de:8991/F?func=service&doc_library=BVB01&local_base=BVB01&doc_number=007515950&sequence=000002&line_number=0001&func_code=DB_RECORDS&service_type=MEDIA,0,0,1,GOOGLE,0,"✓ Title | ◐ Authors | ✓ Year | ✗ Venue | ○ ID

### Summary
This book was confirmed with the exact title and matching authors Christopher J. L. Murray and Alan D. López from 1996. However, there is a minor discrepancy regarding the publisher: the original reference lists Harvard University Press, while the evidence indicates involvement of the World Health Organization.

### Details
A matching record was found with the exact title ""The global burden of disease: a comprehensive assessment of mortality and disability from diseases injuries and risk factors in 1990 and projected to 2020."" The authors Christopher J. L. Murray and Alan D. López were confirmed, matching the citation. The publication year 1996 also matched exactly. The main difference lies in the publisher: the citation states Harvard University Press, but the evidence shows the World Health Organization as the publisher or associated organization. No digital object identifier (DOI) was found for this work.

- [OpenAlex record](http://bvbr.bib-bvb.de:8991/F?func=service&doc_library=BVB01&local_base=BVB01&doc_number=007515950&sequence=000002&line_number=0001&func_code=DB_RECORDS&service_type=MEDIA)
- [WHO PDF](https://iris.who.int/bitstream/handle/10665/41864/0965546608_eng.pdf)
- [Google Scholar search results](https://scholar.google.com/scholar?q=The+global+burden+of+disease+Murray+Lopez+1996+Harvard+University+Press)",0.467,0.533
"Phelan, J. C., Link, B. G., & Tehranifar, P. (2010). Social conditions as fundamental causes of health inequalities: Theory, evidence, and policy implications. Journal of Health and Social Behavior, 51(S1), S28-S40.",Health,mistral_large_2_123b,verified,"Phelan, J. C., Link, B. G., & Tehranifar, P. (2010). Social conditions as fundamental causes of health inequalities: Theory, evidence, and policy implications. *Journal of Health and Social Behavior*, 51(S1), S28–S40. https://doi.org/10.1177/0022146510383498",MATCH,MATCH,MATCH,MATCH,ABSENT,"Social Conditions as Fundamental Causes of Health Inequalities: Theory, Evidence, and Policy Implications",Jo C. Phelan; Bruce G. Link; Parisa Tehranifar,2010,Journal of Health and Social Behavior,10.1177/0022146510383498,https://doi.org/10.1177/0022146510383498,GOOGLE,4,0,0,1,0,"Social conditions as fundamental causes of health inequalities: Theory, evidence, and policy implications","Social Conditions as Fundamental Causes of Health Inequalities: Theory, Evidence, and Policy Implications","Phelan, J. C.; Link, B. G.; Tehranifar, P.",Jo C. Phelan; Bruce G. Link; Parisa Tehranifar,2010,2010,Journal of Health and Social Behavior,Journal of Health and Social Behavior,,10.1177/0022146510383498,1,1,1,GOOGLE,0,"✓ Title | ✓ Authors | ✓ Year | ✓ Venue | ○ ID

### Summary
This article was confirmed in the Journal of Health and Social Behavior with matching authors Jo C. Phelan, Bruce G. Link, and Parisa Tehranifar, and the publication year 2010. The title ""Social Conditions as Fundamental Causes of Health Inequalities: Theory, Evidence, and Policy Implications"" was verified exactly as cited.

### Details
A matching record was found with the exact title and the same three authors in the correct order. The year 2010 matched exactly, and the journal name was confirmed as the Journal of Health and Social Behavior. Although no identifier was provided in the citation, the article's DOI is 10.1177/0022146510383498, linking to the official publication page.

- [DOI link](https://doi.org/10.1177/0022146510383498)",1.0,0.0
"Wennberg, J. E., Fisher, E. S., & Skinner, J. S. (2002). Geography and the debate over Medicare reform. Health Affairs, 21(3), 141-153.",Health,mistral_large_2_123b,verified,"Wennberg, J. E., Fisher, E. S., & Skinner, J. S. (2002). *Geography and the debate over Medicare reform*. *Health Affairs*, 21(Suppl1), W96–W112. https://doi.org/10.1377/hlthaff.w2.96",MATCH,MATCH,MATCH,MATCH,ABSENT,Geography And The Debate Over Medicare Reform,John E. Wennberg; Elliott S. Fisher; Jonathan Skinner,2002,Health Affairs,10.1377/hlthaff.w2.96,https://doi.org/10.1377/hlthaff.w2.96,GOOGLE,4,0,0,1,0,Geography and the debate over Medicare reform.,Geography And The Debate Over Medicare Reform,"Wennberg, J. E.; Fisher, E. S.; Skinner, J. S.",John E. Wennberg; Elliott S. Fisher; Jonathan Skinner,2002,2002,Health Affairs,Health Affairs,,10.1377/hlthaff.w2.96,1,1,1,GOOGLE,0,"✓ Title | ✓ Authors | ✓ Year | ✓ Venue | ○ ID

### Summary
This article was confirmed in Health Affairs with matching authors John E. Wennberg, Elliott S. Fisher, and Jonathan Skinner, and the year 2002. The title ""Geography and the debate over Medicare reform"" was verified exactly as cited.

### Details
A matching record was found with the exact title ""Geography And The Debate Over Medicare Reform"" published in Health Affairs in 2002. The three authors matched fully, with the citation listing initials and the evidence listing full names. The journal name and year matched exactly. Although no identifier was provided in the citation, the article has a DOI: 10.1377/hlthaff.w2.96, confirming the source. The article appears in volume 21, supplement 1, pages W96–W112.

- https://doi.org/10.1377/hlthaff.w2.96",1.0,0.0
"Yach, D., Stuckler, D., & Brownell, K. D. (2006). Epidemiologic and economic consequences of the global epidemics of obesity and diabetes. Nature Medicine, 12(1), 62-66.",Health,mistral_large_2_123b,verified,"Yach, D., Stückler, D., & Brownell, K. D. (2006). *Epidemiologic and economic consequences of the global epidemics of obesity and diabetes*. *Nature Medicine*, 12(1), 62-66. https://doi.org/10.1038/nm0106-62",MATCH,MATCH,MATCH,MATCH,ABSENT,Epidemiologic and economic consequences of the global epidemics of obesity and diabetes,Derek Yach; David Stückler; Kelly D. Brownell,2006,Nature Medicine,10.1038/nm0106-62,https://doi.org/10.1038/nm0106-62,GOOGLE,4,0,0,1,0,Epidemiologic and economic consequences of the global epidemics of obesity and diabetes.,Epidemiologic and economic consequences of the global epidemics of obesity and diabetes,"Yach, D.; Stuckler, D.; Brownell, K. D.",Derek Yach; David Stückler; Kelly D. Brownell,2006,2006,Nature Medicine,Nature Medicine,,10.1038/nm0106-62,1,1,1,GOOGLE,0,"✓ Title | ✓ Authors | ✓ Year | ✓ Venue | ○ ID

### Summary
This article was confirmed in Nature Medicine with matching authors and year. The title ""Epidemiologic and economic consequences of the global epidemics of obesity and diabetes"" was exactly matched, and the three authors Derek Yach, David Stückler, and Kelly D. Brownell were identified with minor variations in name spelling and initials.

### Details
A matching record was found in Nature Medicine from 2006 with the exact title and the same three authors, despite minor differences in name formatting. The year 2006 matched exactly, and the journal name was confirmed as Nature Medicine. No identifier was present in the original citation, but the DOI 10.1038/nm0106-62 was found for the article. The article details can be accessed at the DOI link below.

- [https://doi.org/10.1038/nm0106-62](https://doi.org/10.1038/nm0106-62)",1.0,0.0
"Anderson, R. M., & May, R. M. (1991). Infectious diseases of humans: Dynamics and control. Oxford University Press.",Infectious disease,mistral_large_2_123b,verified,"Anderson, R. M., & May, R. M. (1991). *Infectious diseases of humans: Dynamics and control*. Oxford University Press.",MATCH,CONTAINS,MATCH,MATCH,ABSENT,Infectious Diseases of Humans: Dynamics and Control,Roy M. Anderson; Robert M. May,1991,Oxford University Press,,https://global.oup.com/academic/product/infectious-diseases-of-humans-9780198540403,GOOGLE,3,0,1,1,0,Infectious diseases of humans: Dynamics and control,Infectious Diseases of Humans: Dynamics and Control,"Anderson, R. M.; May, R. M.",Roy M. Anderson; Robert M. May,1991,1991,Oxford University Press,Oxford University Press,,https://global.oup.com/academic/product/infectious-diseases-of-humans-9780198540403,1,1,1,GOOGLE,0,"✓ Title | ◐ Authors | ✓ Year | ✓ Venue | ○ ID

### Summary
This book titled ""Infectious Diseases of Humans: Dynamics and Control"" by Roy M. Anderson and Robert M. May was confirmed as published by Oxford University Press in 1991. The title, year, and publisher match exactly, and the authors correspond to the cited individuals.

### Details
A matching record was found with the exact title ""Infectious Diseases of Humans: Dynamics and Control"" and the year 1991. The authors Roy M. Anderson and Robert M. May were identified, matching the citation, though the presence of the publisher name in the author field caused a ""contains"" status for authors. The venue, Oxford University Press, matched exactly. No DOI was available in the citation. Multiple sources including Oxford University Press's official site and Google Books confirm these details.

- https://global.oup.com/academic/product/infectious-diseases-of-humans-9780198540403
- https://books.google.com/books/about/Infectious_Diseases_of_Humans.html?id=HT0--xXBguQC
- https://www.acpjournals.org/doi/10.7326/0003-4819-117-2-174_4",0.867,0.133
